mbid,composition,is_metal,spg_num,crys_sys
mb-mp-is-metal-061194,Li1 Lu2 Tc1,True,225,cubic
mb-mp-is-metal-028748,U4 Al2 Co6,True,194,hexagonal
mb-mp-is-metal-008065,Li4 V4 F14,False,74,orthorhombic
mb-mp-is-metal-096488,K4 Sn2 Au4 S8,False,2,triclinic
mb-mp-is-metal-084086,Be1 Si1 Ru2,True,225,cubic
mb-mp-is-metal-069223,Sn4 O8,False,74,orthorhombic
mb-mp-is-metal-091779,Nd4 Ni14 P8,True,31,orthorhombic
mb-mp-is-metal-082029,Tm1 Cd1 Ag2,True,225,cubic
mb-mp-is-metal-066240,Ba2 La1 Ir1 O6,True,225,cubic
mb-mp-is-metal-080323,Na2 Ge6 P6,False,26,orthorhombic
mb-mp-is-metal-054006,Cu4 Sn7 S16,True,160,trigonal
mb-mp-is-metal-068906,Cd6 I12,False,156,trigonal
mb-mp-is-metal-102360,Zr4 Pd12,True,194,hexagonal
mb-mp-is-metal-009215,Mn2 Cu6,True,194,hexagonal
mb-mp-is-metal-011717,Bi8 P12 O48,True,14,monoclinic
mb-mp-is-metal-030453,Fe8 O8 F8,False,84,tetragonal
mb-mp-is-metal-087965,Sn4 Rh4,True,198,cubic
mb-mp-is-metal-034928,Zn2 Cu4 O8,False,88,tetragonal
mb-mp-is-metal-018909,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-090657,Eu1 Ge3 Pt1,True,107,tetragonal
mb-mp-is-metal-088056,Rb2 Te1,False,225,cubic
mb-mp-is-metal-063946,Mn14 Ga14 Ni28,True,58,orthorhombic
mb-mp-is-metal-098744,Cs4 Cd6 Te8,False,72,orthorhombic
mb-mp-is-metal-069977,Cd16 I32,False,156,trigonal
mb-mp-is-metal-061748,Cr4 Ge2 C2,True,194,hexagonal
mb-mp-is-metal-093228,Mg4 Ge2 B4 Rh10,True,127,tetragonal
mb-mp-is-metal-004251,Mg4 Ti2 Ir2 O12,True,14,monoclinic
mb-mp-is-metal-098468,Nd1 Ni1 C2,True,38,orthorhombic
mb-mp-is-metal-004728,Zn1 Sn3,True,139,tetragonal
mb-mp-is-metal-104068,Li12 P4 S16,False,62,orthorhombic
mb-mp-is-metal-046755,Th2 Al2,True,63,orthorhombic
mb-mp-is-metal-085852,Cr4 O6,False,167,trigonal
mb-mp-is-metal-100357,La1 In1,True,221,cubic
mb-mp-is-metal-081948,Mn1 Sn1 Ru2,True,225,cubic
mb-mp-is-metal-032758,U2 Zn17,True,166,trigonal
mb-mp-is-metal-035482,Cu4 Mo4 O16,False,2,triclinic
mb-mp-is-metal-096754,Cs4 Bi12 Se20,False,62,orthorhombic
mb-mp-is-metal-062612,In1 Cu1 Se2,True,115,tetragonal
mb-mp-is-metal-004915,Fe1 Cu1 Te2,True,115,tetragonal
mb-mp-is-metal-090569,V1 Pt2,True,71,orthorhombic
mb-mp-is-metal-015814,Ti16 Ni8 H8,True,227,cubic
mb-mp-is-metal-075120,Ba1 Ga2 Si1 S6,False,1,triclinic
mb-mp-is-metal-088761,Lu8 C14,True,14,monoclinic
mb-mp-is-metal-087607,Hg2 Cl2,False,139,tetragonal
mb-mp-is-metal-034976,Fe6 O6 F6,False,10,monoclinic
mb-mp-is-metal-017358,Mg4 Zn8,True,63,orthorhombic
mb-mp-is-metal-013861,Li4 Cu4 P4 O16,True,33,orthorhombic
mb-mp-is-metal-045998,Al16 Se24,False,141,tetragonal
mb-mp-is-metal-103595,Ce4 Tl8 P8 S28,True,14,monoclinic
mb-mp-is-metal-067854,Cd3 I6,False,166,trigonal
mb-mp-is-metal-052097,Li4 Cr3 Ni1 O8,True,12,monoclinic
mb-mp-is-metal-083511,Na4 Cd4 Sb4,True,62,orthorhombic
mb-mp-is-metal-083615,Pr4 In2 Pd4,True,127,tetragonal
mb-mp-is-metal-017180,Fe10 O9 F11,False,6,monoclinic
mb-mp-is-metal-078224,Ag1 Au3,True,139,tetragonal
mb-mp-is-metal-012865,Fe12 O12 F12,True,6,monoclinic
mb-mp-is-metal-028504,Zn18 S18,False,160,trigonal
mb-mp-is-metal-103432,Cr4 Hg2 Se8,True,227,cubic
mb-mp-is-metal-102325,Ca8 Si4,False,62,orthorhombic
mb-mp-is-metal-068024,V2 O4,False,58,orthorhombic
mb-mp-is-metal-078900,Zr1 Ti2 O1,True,65,orthorhombic
mb-mp-is-metal-013989,Li2 Fe3 Ni1 O8,True,2,triclinic
mb-mp-is-metal-071553,Gd8 Zr4 S20,False,62,orthorhombic
mb-mp-is-metal-102111,Lu2 Ge4,True,63,orthorhombic
mb-mp-is-metal-015755,Li1 Mn1 O2,True,166,trigonal
mb-mp-is-metal-005929,In2 Ag2 Se4,True,141,tetragonal
mb-mp-is-metal-029358,V2 Bi4 O11,False,8,monoclinic
mb-mp-is-metal-068926,Cd8 I16,False,156,trigonal
mb-mp-is-metal-071085,K2 La2 Ti3 O10,False,139,tetragonal
mb-mp-is-metal-067845,Pb5 I10,False,156,trigonal
mb-mp-is-metal-086894,Cs2 W2 Cl12,True,15,monoclinic
mb-mp-is-metal-086204,Y2 Fe2 Si2 C1,True,12,monoclinic
mb-mp-is-metal-018488,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-086951,K1 Ta1 O3,False,221,cubic
mb-mp-is-metal-013845,Li6 Cu6 P6 O24,True,9,monoclinic
mb-mp-is-metal-104919,Ba6 Na2 Ir2 O12,True,167,trigonal
mb-mp-is-metal-024111,V1 Cu3 P4 O16,True,6,monoclinic
mb-mp-is-metal-088623,Ba2 Cu2 Te2 F2,False,129,tetragonal
mb-mp-is-metal-056934,Zn12 S12,False,160,trigonal
mb-mp-is-metal-019008,Sc2 Cr2 O8,True,63,orthorhombic
mb-mp-is-metal-047088,Li8 Cr2 O10,False,15,monoclinic
mb-mp-is-metal-094240,Dy2 Fe2 Si2,True,129,tetragonal
mb-mp-is-metal-096189,Sn2 O2,False,129,tetragonal
mb-mp-is-metal-023454,Fe18 O18 F18,False,6,monoclinic
mb-mp-is-metal-076445,Nd8 Hf4 S20,False,62,orthorhombic
mb-mp-is-metal-089747,Tl2 Cu2 Se4,True,122,tetragonal
mb-mp-is-metal-102457,Ba3 Nb2 Co1 O9,True,164,trigonal
mb-mp-is-metal-017221,Zn3 Cd1,True,139,tetragonal
mb-mp-is-metal-103873,Ba2 Sn6,True,194,hexagonal
mb-mp-is-metal-097316,Th1 S1,True,225,cubic
mb-mp-is-metal-006088,Fe8 O14 F2,True,4,monoclinic
mb-mp-is-metal-039411,Li4 Fe7 O2 F14,False,2,triclinic
mb-mp-is-metal-034066,Tb2 Ni2 O6,True,167,trigonal
mb-mp-is-metal-089984,Ti1 Se2,True,164,trigonal
mb-mp-is-metal-100395,Ba6 Na2 Ir4 O18,True,194,hexagonal
mb-mp-is-metal-069927,Zn20 S20,False,186,hexagonal
mb-mp-is-metal-055518,Ba8 Te8 Mo16 O72,False,29,orthorhombic
mb-mp-is-metal-010659,Tc3 Pd1,True,187,hexagonal
mb-mp-is-metal-087582,Ba2 In4 Ir2,True,63,orthorhombic
mb-mp-is-metal-059166,Mg4 Cu2,True,72,orthorhombic
mb-mp-is-metal-051291,Tb2 W2 Cl2 O8,False,12,monoclinic
mb-mp-is-metal-018746,Sc6 O9,False,12,monoclinic
mb-mp-is-metal-034818,Cs2 Mo6 O18,True,12,monoclinic
mb-mp-is-metal-041698,In2 S3,False,44,orthorhombic
mb-mp-is-metal-105183,Ti1 Al1,True,123,tetragonal
mb-mp-is-metal-006170,Fe8 O14 F2,True,1,triclinic
mb-mp-is-metal-042199,Pr12 Fe26 Si2,True,140,tetragonal
mb-mp-is-metal-084060,Yb2 Hg1 Pb1,True,225,cubic
mb-mp-is-metal-063793,W6 O18,False,185,hexagonal
mb-mp-is-metal-091634,Nd6 F18,False,165,trigonal
mb-mp-is-metal-101221,Ho4 Ge10 Rh6,True,15,monoclinic
mb-mp-is-metal-067875,Hf10 Sb18,True,85,tetragonal
mb-mp-is-metal-011190,Li4 Fe2 Cu3 O10,True,2,triclinic
mb-mp-is-metal-043307,Eu4 Sn2 Se10,True,55,orthorhombic
mb-mp-is-metal-068990,Mn4 Te4,True,11,monoclinic
mb-mp-is-metal-058948,Na6 In15 Au18,True,200,cubic
mb-mp-is-metal-059743,Mn4 O8,False,62,orthorhombic
mb-mp-is-metal-094657,Ce1 Co2 As2,True,139,tetragonal
mb-mp-is-metal-089536,Li2 La4 Ir2 O12,True,14,monoclinic
mb-mp-is-metal-011171,Li2 Mn2 Si2 O8,True,74,orthorhombic
mb-mp-is-metal-083809,Rh28 Pb12 O60,True,193,hexagonal
mb-mp-is-metal-095228,Hg2 Br4,False,36,orthorhombic
mb-mp-is-metal-071052,Cd12 I24,False,156,trigonal
mb-mp-is-metal-083527,Ba8 Si16,False,62,orthorhombic
mb-mp-is-metal-051764,Ba3 Ca1 Ru2 O9,True,164,trigonal
mb-mp-is-metal-021822,Fe4 O4 F4,False,92,tetragonal
mb-mp-is-metal-052827,Ca2 Sm4 S8,False,122,tetragonal
mb-mp-is-metal-008068,Li4 V4 F14,True,15,monoclinic
mb-mp-is-metal-000537,Ti4 Cu2 S8,True,43,orthorhombic
mb-mp-is-metal-035096,Li5 Mn5 O10,False,2,triclinic
mb-mp-is-metal-097309,Tb1 Co2 B2,True,139,tetragonal
mb-mp-is-metal-032792,Ba2 Cu1 W1 O6,True,139,tetragonal
mb-mp-is-metal-105396,Cr8 Te16,True,164,trigonal
mb-mp-is-metal-084297,Y4 Al4 Pd4,True,62,orthorhombic
mb-mp-is-metal-070970,Zn22 S22,False,156,trigonal
mb-mp-is-metal-028118,Mn6 Sb2 O16,True,186,hexagonal
mb-mp-is-metal-015758,Bi8 P12 O48,False,14,monoclinic
mb-mp-is-metal-090669,In1 As1,True,216,cubic
mb-mp-is-metal-099110,U4 Al6 C8,True,186,hexagonal
mb-mp-is-metal-055554,La4 Ti2 Co2 O12,False,14,monoclinic
mb-mp-is-metal-085912,Hg2 P2 S6,False,2,triclinic
mb-mp-is-metal-039522,Sb16 O24,False,19,orthorhombic
mb-mp-is-metal-000635,Bi4 Se4,True,14,monoclinic
mb-mp-is-metal-088896,Hf12 Sb4,True,82,tetragonal
mb-mp-is-metal-046825,Ta8 Mn12 O32,False,88,tetragonal
mb-mp-is-metal-069826,Zn24 S24,False,156,trigonal
mb-mp-is-metal-033722,Cu1 Pd1,True,166,trigonal
mb-mp-is-metal-012715,Ba6 Cr2 S10,True,185,hexagonal
mb-mp-is-metal-055189,Lu2 In1 Hg1,True,225,cubic
mb-mp-is-metal-085890,In2 Cu2 S4,False,122,tetragonal
mb-mp-is-metal-001503,Mg8 Sn4,True,8,monoclinic
mb-mp-is-metal-063176,Tm2 Zn1 Ga1,True,225,cubic
mb-mp-is-metal-015748,Mn1 In1 Cu2,True,225,cubic
mb-mp-is-metal-061948,Mn44 Si76,False,118,tetragonal
mb-mp-is-metal-084975,Mg6 Ga14 Co4,True,15,monoclinic
mb-mp-is-metal-000950,Ga8 As8,True,205,cubic
mb-mp-is-metal-042947,In4 S4,False,14,monoclinic
mb-mp-is-metal-034649,Na2 Eu1 Ge1 Se4,False,121,tetragonal
mb-mp-is-metal-059924,Zr4 Rh4,True,63,orthorhombic
mb-mp-is-metal-067595,La8 Mn4 Se8 O8,False,9,monoclinic
mb-mp-is-metal-004459,Na2 I2,False,141,tetragonal
mb-mp-is-metal-095905,Cd15 I30,False,156,trigonal
mb-mp-is-metal-100679,K2 Bi8 Se13,False,12,monoclinic
mb-mp-is-metal-039792,Na3 W4 O12,True,71,orthorhombic
mb-mp-is-metal-010364,Mg2 Ti8 O12,True,63,orthorhombic
mb-mp-is-metal-023690,Sn2 S2,False,63,orthorhombic
mb-mp-is-metal-002348,Te4 Mo1 W3 S4,False,156,trigonal
mb-mp-is-metal-105235,Ba2 Fe1 Re1 O6,True,225,cubic
mb-mp-is-metal-081166,Ba1 Te1,False,225,cubic
mb-mp-is-metal-087605,Cd1 Cl2,False,166,trigonal
mb-mp-is-metal-011785,Pb12 N72,False,62,orthorhombic
mb-mp-is-metal-058724,Tl10 Te6,True,140,tetragonal
mb-mp-is-metal-059774,Ti1 Bi12 O20,False,197,cubic
mb-mp-is-metal-069985,Cd12 I24,False,156,trigonal
mb-mp-is-metal-038209,Mg1 In3,True,44,orthorhombic
mb-mp-is-metal-100060,Ba1 Nb4 O6,True,123,tetragonal
mb-mp-is-metal-078373,K4 Ba4 As4 Se12,False,14,monoclinic
mb-mp-is-metal-101735,Rb8 Cd12 Te16,False,15,monoclinic
mb-mp-is-metal-021713,Mn12 V8 Si12 O48,True,230,cubic
mb-mp-is-metal-021192,Li3 Cr1 Co3 O8,True,166,trigonal
mb-mp-is-metal-088385,K4 Hg4,True,2,triclinic
mb-mp-is-metal-064682,Ag28 As4 S24,False,198,cubic
mb-mp-is-metal-088197,Rb1 Tb1 Se2,False,166,trigonal
mb-mp-is-metal-042121,Mn8 O16,False,186,hexagonal
mb-mp-is-metal-064194,Sm4 As8 Au4,True,62,orthorhombic
mb-mp-is-metal-099232,Ta4 Tl8 S22,False,2,triclinic
mb-mp-is-metal-008273,Tl2 Cd1 Te4,True,121,tetragonal
mb-mp-is-metal-089101,Hg1 Te1,True,216,cubic
mb-mp-is-metal-044743,Al1 Cu3,True,225,cubic
mb-mp-is-metal-106085,Ba10 Sb6,True,193,hexagonal
mb-mp-is-metal-099276,K8 Cd12 Te16,False,62,orthorhombic
mb-mp-is-metal-007699,Cu20 Si16 O56,True,61,orthorhombic
mb-mp-is-metal-045820,Ba2 Ge4,True,141,tetragonal
mb-mp-is-metal-062696,Hf20 Si16,True,92,tetragonal
mb-mp-is-metal-083559,V4 Zn2 O8,False,227,cubic
mb-mp-is-metal-098258,Tm1 Fe2 Si2,True,139,tetragonal
mb-mp-is-metal-083788,U2 Co21 B6,True,225,cubic
mb-mp-is-metal-067848,Cd3 I6,False,164,trigonal
mb-mp-is-metal-036212,Si2 Ge2,False,186,hexagonal
mb-mp-is-metal-098924,Ba8 Yb2 Cu6 O18,True,223,cubic
mb-mp-is-metal-052179,Mn1 Se1,True,225,cubic
mb-mp-is-metal-031627,Ta6 O15,False,5,monoclinic
mb-mp-is-metal-092206,Nd2 Sb2 Pd2,True,194,hexagonal
mb-mp-is-metal-022306,Zn2 Cu4 O8,True,160,trigonal
mb-mp-is-metal-069782,Sr1 Ti1 O3,False,221,cubic
mb-mp-is-metal-031215,Sn2 S2,False,39,orthorhombic
mb-mp-is-metal-039735,Mg23 Al30,True,148,trigonal
mb-mp-is-metal-043762,Th4 In2,True,140,tetragonal
mb-mp-is-metal-045853,Ce16 S24,False,122,tetragonal
mb-mp-is-metal-020782,Ce5 Cu1 Se8,True,82,tetragonal
mb-mp-is-metal-069839,Zn28 S28,False,156,trigonal
mb-mp-is-metal-022336,Mg8 Ga4,True,12,monoclinic
mb-mp-is-metal-085080,Pm2 Cu1 Ge1,True,225,cubic
mb-mp-is-metal-011758,Li12 Tb4 O14,True,14,monoclinic
mb-mp-is-metal-015227,Zn4 Sn4 O12,False,62,orthorhombic
mb-mp-is-metal-008344,Ca4 Zn12,False,225,cubic
mb-mp-is-metal-097490,Er1 Sn1 Au1,False,216,cubic
mb-mp-is-metal-087096,Sm1 B6,True,221,cubic
mb-mp-is-metal-069180,Zn2 Cu4 Si2 S8,False,31,orthorhombic
mb-mp-is-metal-011762,W6 C3,True,162,trigonal
mb-mp-is-metal-016756,K1 Cl1,False,221,cubic
mb-mp-is-metal-076451,Cr56 C24,True,186,hexagonal
mb-mp-is-metal-078394,Na2 Nb4 Se4 O19,False,2,triclinic
mb-mp-is-metal-105446,La4 Si4,True,63,orthorhombic
mb-mp-is-metal-029567,Bi16 O24,False,206,cubic
mb-mp-is-metal-035184,Mn10 O5 F15,False,38,orthorhombic
mb-mp-is-metal-077124,B2 Sb2 Pb2 S8,False,4,monoclinic
mb-mp-is-metal-100362,Ce1 Tl3,True,221,cubic
mb-mp-is-metal-031918,Ca2 Eu4 O6,False,15,monoclinic
mb-mp-is-metal-018705,W8 C4,True,60,orthorhombic
mb-mp-is-metal-083181,Zn2 Cu4 O8,False,141,tetragonal
mb-mp-is-metal-094797,Yb20 Au16,True,62,orthorhombic
mb-mp-is-metal-050341,Sc2 Ga4,True,65,orthorhombic
mb-mp-is-metal-064003,Yb4 Mn8 O20,True,55,orthorhombic
mb-mp-is-metal-006202,Mn4 Al2 O8,True,227,cubic
mb-mp-is-metal-083036,Nd2 Cd1 In1,True,225,cubic
mb-mp-is-metal-096760,Sm16 Mg4 Rh4,True,216,cubic
mb-mp-is-metal-105617,U4 V4 C8,True,62,orthorhombic
mb-mp-is-metal-015887,Li8 Cu8 P8 O32,False,14,monoclinic
mb-mp-is-metal-011968,Zn2 Co4 O8,True,227,cubic
mb-mp-is-metal-056861,Nd2 Cu2 S2 O2,False,129,tetragonal
mb-mp-is-metal-067892,Pb10 I20,False,156,trigonal
mb-mp-is-metal-017753,Pb2 Se2,False,42,orthorhombic
mb-mp-is-metal-064833,Sm6 Os2 O14,True,63,orthorhombic
mb-mp-is-metal-045489,Gd4 Mo6 O24,False,15,monoclinic
mb-mp-is-metal-070887,Ba2 Bi1 Sb1 O6,False,148,trigonal
mb-mp-is-metal-068832,Nd8 Ge6 S24,False,161,trigonal
mb-mp-is-metal-088025,Pr4 Ag4 As8,True,62,orthorhombic
mb-mp-is-metal-033994,Li8 Mn4 O8 F4,True,62,orthorhombic
mb-mp-is-metal-003495,Mg4 Ga2,True,164,trigonal
mb-mp-is-metal-094931,Zr6 Ni1 Cl15,True,229,cubic
mb-mp-is-metal-104559,Rb28 Mg9 In51,True,6,monoclinic
mb-mp-is-metal-096915,K24 P24 Se72,False,144,trigonal
mb-mp-is-metal-052768,Ce6 Al2,True,194,hexagonal
mb-mp-is-metal-103102,Ag2 Pd2 O4,False,10,monoclinic
mb-mp-is-metal-030769,Tb6 Re2 O14,True,63,orthorhombic
mb-mp-is-metal-082127,Mg1 In1 Ag2,True,225,cubic
mb-mp-is-metal-104461,Eu4 Ga18 Rh6,True,63,orthorhombic
mb-mp-is-metal-091682,Cs3 Bi2 Br9,False,164,trigonal
mb-mp-is-metal-086125,Tb2 Ga6,True,194,hexagonal
mb-mp-is-metal-036595,Tb3 Ga6 Co9,True,191,hexagonal
mb-mp-is-metal-006132,Ti4 Sb2 P6 O24,True,167,trigonal
mb-mp-is-metal-068807,Zn14 S14,False,156,trigonal
mb-mp-is-metal-101481,Bi4 S4 Br4,False,62,orthorhombic
mb-mp-is-metal-024178,Fe4 O4 F4,False,40,orthorhombic
mb-mp-is-metal-030110,Li2 Ti1 Mn3 O8,True,166,trigonal
mb-mp-is-metal-005933,Ta4 Tl2 O12,True,74,orthorhombic
mb-mp-is-metal-100139,Sr32 Al28,True,198,cubic
mb-mp-is-metal-066860,Zn4 S4,False,160,trigonal
mb-mp-is-metal-088378,Sc1 Ga6 Fe6,True,71,orthorhombic
mb-mp-is-metal-055128,Li8 Ti16 Cu1 S32,True,1,triclinic
mb-mp-is-metal-101278,Sr2 In4,True,194,hexagonal
mb-mp-is-metal-018715,Li4 Bi8 P12 O48,False,7,monoclinic
mb-mp-is-metal-077508,K8 Gd8 Sb8 Se36,False,12,monoclinic
mb-mp-is-metal-100853,In1 Ag3,True,221,cubic
mb-mp-is-metal-012915,Li4 Mn2 O4 F2,False,9,monoclinic
mb-mp-is-metal-023733,Ag2 Sb2 S4,True,141,tetragonal
mb-mp-is-metal-085562,U2 Co4 Ge4,True,129,tetragonal
mb-mp-is-metal-100869,Ho8 Au4,True,62,orthorhombic
mb-mp-is-metal-021227,Cr4 O8,False,87,tetragonal
mb-mp-is-metal-001467,Ti1 Al1,True,221,cubic
mb-mp-is-metal-020539,Zn48 As32,True,142,tetragonal
mb-mp-is-metal-019929,Fe12 O12 F12,False,6,monoclinic
mb-mp-is-metal-019522,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-053287,Ba2 Ag4,True,74,orthorhombic
mb-mp-is-metal-055777,Te2 Au1,True,164,trigonal
mb-mp-is-metal-034897,Tl4 Te6,False,9,monoclinic
mb-mp-is-metal-100372,Al1 As1,False,216,cubic
mb-mp-is-metal-105222,Yb1 Se1,False,225,cubic
mb-mp-is-metal-048945,Ge16 S32,False,142,tetragonal
mb-mp-is-metal-096103,Cr4 S6,True,146,trigonal
mb-mp-is-metal-097065,Ba2 Eu4 Mn4 O14,True,63,orthorhombic
mb-mp-is-metal-096152,Al4 Se6,False,9,monoclinic
mb-mp-is-metal-023177,Mn8 O4 F12,False,14,monoclinic
mb-mp-is-metal-097235,Sb4 Ru2,False,58,orthorhombic
mb-mp-is-metal-009807,Al14 C6 N6,True,186,hexagonal
mb-mp-is-metal-053642,Sn1 Te4 Pb3,False,123,tetragonal
mb-mp-is-metal-015122,V3 O6,False,12,monoclinic
mb-mp-is-metal-061949,Sr8 Ge4 N8,True,64,orthorhombic
mb-mp-is-metal-014143,Cr4 O12,False,62,orthorhombic
mb-mp-is-metal-089537,Al18 Ir4,True,14,monoclinic
mb-mp-is-metal-035304,Ti4 O5,True,87,tetragonal
mb-mp-is-metal-028299,Ca4 F8,False,62,orthorhombic
mb-mp-is-metal-062653,Cd1 Hg1 Se2,True,160,trigonal
mb-mp-is-metal-052817,Cr4 P6 O22,True,15,monoclinic
mb-mp-is-metal-054480,Tl2 Hg12 Se8 Br10,False,87,tetragonal
mb-mp-is-metal-005279,Cu8 Se4,False,96,tetragonal
mb-mp-is-metal-009823,Sb8 Se12,False,62,orthorhombic
mb-mp-is-metal-014812,Li4 Cu4 P4 O16,False,7,monoclinic
mb-mp-is-metal-022727,Li12 Ti8 P12 O48,False,14,monoclinic
mb-mp-is-metal-065957,Te16 I64,False,14,monoclinic
mb-mp-is-metal-005191,Rb2 Ge6,True,194,hexagonal
mb-mp-is-metal-005065,Li26 Nb26 O78,True,1,triclinic
mb-mp-is-metal-090015,Mg24 P16,False,206,cubic
mb-mp-is-metal-006074,Li12 Cu12 P12 O48,True,181,hexagonal
mb-mp-is-metal-010013,Mn5 O3 F5,True,8,monoclinic
mb-mp-is-metal-090187,Hf2 Pt2,True,63,orthorhombic
mb-mp-is-metal-103136,Lu2 Fe2 Si2 C1,True,12,monoclinic
mb-mp-is-metal-070432,K8 Cd12 Se16,False,62,orthorhombic
mb-mp-is-metal-080965,Li1 Ga1 Au2,True,225,cubic
mb-mp-is-metal-068900,Cd8 I16,False,156,trigonal
mb-mp-is-metal-084579,Li1 Tl1 Pd2,True,139,tetragonal
mb-mp-is-metal-034849,Ag2 Br2,False,11,monoclinic
mb-mp-is-metal-094535,Mg20 B12 O36 F4,False,62,orthorhombic
mb-mp-is-metal-068810,Zn20 S20,False,156,trigonal
mb-mp-is-metal-103066,Hf8 Co8 Si14,True,139,tetragonal
mb-mp-is-metal-061206,Ag3 Pd1,True,139,tetragonal
mb-mp-is-metal-095744,K32 Ge8 Se32,False,218,cubic
mb-mp-is-metal-001277,Ce4 Ga4 O12,True,62,orthorhombic
mb-mp-is-metal-087261,Rb8 Cd12 Se16,False,62,orthorhombic
mb-mp-is-metal-085939,Er1 B2 Ru3,True,191,hexagonal
mb-mp-is-metal-082427,Hg3 Bi2 S2 Cl8,False,12,monoclinic
mb-mp-is-metal-067986,Cd25 I50,False,156,trigonal
mb-mp-is-metal-018281,Te6 Mo2 W2 S2,True,156,trigonal
mb-mp-is-metal-089623,Be1 Pd2,True,139,tetragonal
mb-mp-is-metal-105641,Ho16 O24,False,206,cubic
mb-mp-is-metal-036199,Yb1 Mn2 As2,True,164,trigonal
mb-mp-is-metal-045086,Li3 Mn6 P6 O24,True,5,monoclinic
mb-mp-is-metal-004185,Sm3 Zr1,True,139,tetragonal
mb-mp-is-metal-062204,Tm1 Sc1 Hg2,True,225,cubic
mb-mp-is-metal-028517,Zn18 S18,False,160,trigonal
mb-mp-is-metal-061288,Sn6 Br12,False,176,hexagonal
mb-mp-is-metal-096934,In5 Ag1 Te8,False,111,tetragonal
mb-mp-is-metal-088020,Na2 Si4 Pd6,True,44,orthorhombic
mb-mp-is-metal-041814,Sr2 Cu2 Bi2,True,194,hexagonal
mb-mp-is-metal-090128,Rb2 Ag2 F6,True,140,tetragonal
mb-mp-is-metal-104074,La1 P2 Ru2,True,139,tetragonal
mb-mp-is-metal-043455,Bi4 I12,False,62,orthorhombic
mb-mp-is-metal-033061,Li3 Cu4 Ni1 O8,True,12,monoclinic
mb-mp-is-metal-102167,Hf4 Al3,True,191,hexagonal
mb-mp-is-metal-100257,Ta2 As2,True,109,tetragonal
mb-mp-is-metal-099150,Ba2 Tb1 Ir1 O6,True,225,cubic
mb-mp-is-metal-069843,Zn24 S24,False,156,trigonal
mb-mp-is-metal-071475,Cs8 Mg4 Sn12 Se32,False,19,orthorhombic
mb-mp-is-metal-020905,Fe16 O16 F16,False,2,triclinic
mb-mp-is-metal-053808,Zr4 Al2,True,194,hexagonal
mb-mp-is-metal-040231,Ca2 Ag2 F10,True,2,triclinic
mb-mp-is-metal-094856,Zr8 In20 Ni4,True,136,tetragonal
mb-mp-is-metal-017711,In1 Cu1 S2,False,156,trigonal
mb-mp-is-metal-006092,Fe4 O7 F1,True,44,orthorhombic
mb-mp-is-metal-041959,Li4 W1 O5,False,79,tetragonal
mb-mp-is-metal-084697,Tb6 Ge10,True,43,orthorhombic
mb-mp-is-metal-081054,V2 Tc1 Ru1,True,225,cubic
mb-mp-is-metal-057163,Sr4 Ta4 N4 O8,False,1,triclinic
mb-mp-is-metal-102310,Ti12 Cu12 O4,True,227,cubic
mb-mp-is-metal-003528,Pr2 Sm2 O4,True,141,tetragonal
mb-mp-is-metal-026234,Tl2 S2,False,166,trigonal
mb-mp-is-metal-021735,Li4 Ni4 P8 O28,False,14,monoclinic
mb-mp-is-metal-102109,Zr1 Ni1 Sn1,False,216,cubic
mb-mp-is-metal-069859,Zn18 S18,False,156,trigonal
mb-mp-is-metal-090728,As4 Os2,False,58,orthorhombic
mb-mp-is-metal-004171,Li3 Mn3 Ni1 O8,True,12,monoclinic
mb-mp-is-metal-067683,W2 O6,False,221,cubic
mb-mp-is-metal-059728,Zn1 Cu2 Sn1 Se4,True,121,tetragonal
mb-mp-is-metal-005122,Fe4 O7 F1,True,8,monoclinic
mb-mp-is-metal-006859,Cu3 As1 S4,True,6,monoclinic
mb-mp-is-metal-060682,Cd1 Hg1 Se2,True,115,tetragonal
mb-mp-is-metal-095508,Pr4 Ir4 O14,True,227,cubic
mb-mp-is-metal-104221,Ca4 Os4 O14,True,74,orthorhombic
mb-mp-is-metal-087936,Na30 Sn8,True,220,cubic
mb-mp-is-metal-066194,Cs1 Rb2 Sb1,False,225,cubic
mb-mp-is-metal-050880,Sn2 S2,False,63,orthorhombic
mb-mp-is-metal-054867,Nb8 Ag16 P16 S64,False,62,orthorhombic
mb-mp-is-metal-000722,Bi16 Se24,False,137,tetragonal
mb-mp-is-metal-013522,Sb8 Se12,False,62,orthorhombic
mb-mp-is-metal-025788,Zn1 In2 S4,False,160,trigonal
mb-mp-is-metal-104916,Lu2 Mo2 C3,True,12,monoclinic
mb-mp-is-metal-072654,Mg2 Cu4 Si2 S8,False,31,orthorhombic
mb-mp-is-metal-083924,Eu2 Cd22,True,141,tetragonal
mb-mp-is-metal-062220,Cs9 Li12 B21 O42,False,152,trigonal
mb-mp-is-metal-103323,Er1 Si2 Pd2,True,139,tetragonal
mb-mp-is-metal-012763,Y2 N2,False,194,hexagonal
mb-mp-is-metal-007973,V2 Bi4 O11,False,1,triclinic
mb-mp-is-metal-068799,Zn20 S20,False,156,trigonal
mb-mp-is-metal-010387,Mg4 Ga2,True,194,hexagonal
mb-mp-is-metal-069998,Zn36 S36,False,156,trigonal
